Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346313612390124,1764346313610083738,2306.39
1764346313614504311,1764346313612035719,2468.59
1764346313616623349,1764346313614487131,2136.22
1764346313618733371,1764346313618150877,582.494
1764346313620888546,1764346313618438337,2450.21
1764346313622971383,1764346313620598790,2372.59
1764346313625094717,1764346313622983961,2110.76
1764346313627282503,1764346313624923444,2359.06
1764346313629483151,1764346313628570442,912.709
1764346313631575415,1764346313629092620,2482.8
1764346313633660118,1764346313631472293,2187.82
1764346313635896638,1764346313633416025,2480.61
1764346313637935207,1764346313635822944,2112.26
1764346313640102174,1764346313638150623,1951.55
1764346313642157756,1764346313640080107,2077.65
1764346313644329632,1764346313642039338,2290.29
1764346313646608429,1764346313643995818,2612.61
1764346313648680201,1764346313648162495,517.706
1764346313650785586,1764346313648428958,2356.63
1764346313652876921,1764346313650577162,2299.76
1764346313654988882,1764346313652522144,2466.74
1764346313657125496,1764346313654935812,2189.68
1764346313659273539,1764346313658140371,1133.17
1764346313661395702,1764346313658904016,2491.69
1764346313663539978,1764346313661036722,2503.26
1764346313665740646,1764346313663469887,2270.76
1764346313667783773,1764346313665401121,2382.65
1764346313669961538,1764346313668138494,1823.04
1764346313672060390,1764346313669619290,2441.1
1764346313674140652,1764346313671998463,2142.19
1764346313676529974,1764346313673993188,2536.79
1764346313678475945,1764346313676340615,2135.33
1764346313680657623,1764346313678548561,2109.06
1764346313682733615,1764346313680480295,2253.32
1764346313684945016,1764346313682418528,2526.49
1764346313687070149,1764346313684824697,2245.45
1764346313689243819,1764346313688137241,1106.58
1764346313691226846,1764346313688910134,2316.71
1764346313693490826,1764346313691018094,2472.73
1764346313695730003,1764346313693013569,2716.43
1764346313697591178,1764346313695399491,2191.69
1764346313699867915,1764346313698142613,1725.3
1764346313701829780,1764346313699605162,2224.62
1764346313704046099,1764346313701595138,2450.96
1764346313706109594,1764346313703937065,2172.53
1764346313708362080,1764346313705903045,2459.03
1764346313710607478,1764346313708133487,2473.99
1764346313712668573,1764346313710105466,2563.11
1764346313714672929,1764346313712532632,2140.3
1764346313716750810,1764346313714472615,2278.2
1764346313718918560,1764346313718129111,789.449
1764346313721050446,1764346313718624543,2425.9
1764346313723148897,1764346313721029962,2118.93
1764346313725478601,1764346313722972944,2505.66
1764346313727621603,1764346313724956171,2665.43
1764346313729708313,1764346313728521930,1186.38
1764346313731765796,1764346313729270077,2495.72
1764346313733892780,1764346313731471524,2421.26
1764346313736089317,1764346313733863195,2226.12
1764346313738215574,1764346313735797179,2418.39
1764346313740447953,1764346313738135107,2312.85
1764346313742499797,1764346313740067341,2432.46
1764346313744675446,1764346313742070065,2605.38
1764346313746736438,1764346313744407993,2328.45
1764346313748807040,1764346313748119732,687.308
1764346313751090088,1764346313748393444,2696.64
1764346313753158921,1764346313750616388,2542.53
1764346313755345953,1764346313752988812,2357.14
1764346313757486365,1764346313754951291,2535.07
1764346313759641662,1764346313758555295,1086.37
1764346313761779819,1764346313759070974,2708.84
1764346313763730958,1764346313761421900,2309.06
1764346313765822377,1764346313763386880,2435.5
1764346313768066654,1764346313765800298,2266.36
1764346313770221836,1764346313768468680,1753.16
1764346313772229249,1764346313769908232,2321.02
1764346313774370246,1764346313771875461,2494.78
1764346313776487805,1764346313774295378,2192.43
1764346313778642500,1764346313776216363,2426.14
1764346313780784815,1764346313778408812,2376
1764346313782960922,1764346313780412786,2548.14
1764346313785123891,1764346313782761462,2362.43
1764346313787254207,1764346313784733691,2520.52
1764346313789458835,1764346313788359941,1098.89
1764346313791533742,1764346313788921114,2612.63
1764346313793574232,1764346313791264791,2309.44
1764346313795706853,1764346313793179528,2527.32
1764346313797825229,1764346313795571698,2253.53
1764346313800042401,1764346313798318820,1723.58
1764346313802036394,1764346313799777119,2259.28
1764346313804324099,1764346313801745348,2578.75
1764346313806315720,1764346313804155267,2160.45
1764346313808422176,1764346313806108248,2313.93
1764346313810639969,1764346313808327192,2312.78
1764346313812767437,1764346313810293921,2473.52
1764346313814817692,1764346313812642848,2174.84
1764346313816927227,1764346313814592580,2334.65
1764346313819157141,1764346313818343313,813.828
1764346313821391433,1764346313818817248,2574.18
1764346313823492762,1764346313821200170,2292.59
1764346313825550195,1764346313823144402,2405.79
1764346313827712527,1764346313825122380,2590.15
1764346313829850271,1764346313828320439,1529.83
1764346313831983675,1764346313829779239,2204.44
1764346313834162170,1764346313831712722,2449.45
1764346313836243076,1764346313833660954,2582.12
1764346313838522339,1764346313836078371,2443.97
1764346313841966294,1764346313838557530,3408.76
1764346313842674991,1764346313840067572,2607.42
1764346313844767224,1764346313842455743,2311.48
1764346313846891443,1764346313844412974,2478.47
1764346313849072765,1764346313846832391,2240.37
1764346313851256490,1764346313848579400,2677.09
1764346313853363152,1764346313850947824,2415.33
1764346313855556592,1764346313852909054,2647.54
1764346313857671008,1764346313855325721,2345.29
1764346313859791387,1764346313858466039,1325.35
1764346313861813773,1764346313859217435,2596.34
1764346313863970867,1764346313861373638,2597.23
1764346313866155705,1764346313863756560,2399.14
1764346313868318900,1764346313865728039,2590.86
1764346313870456748,1764346313868362426,2094.32
1764346313872427130,1764346313869883967,2543.16
1764346313874672645,1764346313872259890,2412.76
1764346313876751892,1764346313874237867,2514.03
1764346313878945949,1764346313878286310,659.639
1764346313881033912,1764346313878579769,2454.14
1764346313883054673,1764346313880698228,2356.45
1764346313885336034,1764346313882655208,2680.83
1764346313887257764,1764346313885079374,2178.39
1764346313889654762,1764346313888300931,1353.83
1764346313891541335,1764346313889064826,2476.51
1764346313893649682,1764346313891246525,2403.16
1764346313895924992,1764346313893661443,2263.55
1764346313897936538,1764346313895587178,2349.36
1764346313900119780,1764346313898306803,1812.98
1764346313902355278,1764346313899763103,2592.18
1764346313904370885,1764346313902162522,2208.36
1764346313906385878,1764346313904109754,2276.12
1764346313908532180,1764346313906102730,2429.45
1764346313910709448,1764346313908325674,2383.77
1764346313912751957,1764346313910301652,2450.3
1764346313914895536,1764346313912678075,2217.46
1764346313917055395,1764346313914639055,2416.34
1764346313919198123,1764346313918309049,889.074
1764346313921345077,1764346313918832977,2512.1
1764346313923420621,1764346313921222898,2197.72
1764346313925578033,1764346313923189127,2388.91
1764346313927684501,1764346313925607794,2076.71
1764346313929846971,1764346313928264429,1582.54
1764346313931908197,1764346313929723978,2184.22
1764346313934079155,1764346313931702955,2376.2
1764346313936201885,1764346313934096376,2105.51
1764346313938306378,1764346313936026860,2279.52
1764346313940531223,1764346313938303296,2227.93
1764346313942639491,1764346313940275525,2363.97
1764346313944802312,1764346313942658947,2143.36
1764346313946895361,1764346313944608928,2286.43
1764346313949077246,1764346313948288172,789.074
1764346313951184194,1764346313948791852,2392.34
1764346313953274617,1764346313950809824,2464.79
1764346313955350072,1764346313953146503,2203.57
1764346313957514789,1764346313955106483,2408.31
1764346313959675242,1764346313958287545,1387.7
1764346313961732539,1764346313959319903,2412.64
1764346313963857685,1764346313961661330,2196.36
1764346313966050576,1764346313963631059,2419.52
1764346313968098711,1764346313966065224,2033.49
1764346313970287885,1764346313968285168,2002.72
1764346313972387772,1764346313970239649,2148.12
1764346313974557435,1764346313972214627,2342.81
1764346313976675246,1764346313974629295,2045.95
1764346313978858667,1764346313978235798,622.869
1764346313980980108,1764346313978505261,2474.85
1764346313983120472,1764346313980675462,2445.01
1764346313985206421,1764346313983086130,2120.29
1764346313987310842,1764346313985034112,2276.73
1764346313989553026,1764346313988292164,1260.86
1764346313991619168,1764346313989276278,2342.89
1764346313993775804,1764346313991266754,2509.05
1764346313995836459,1764346313993624929,2211.53
1764346313997998009,1764346313995589909,2408.1
1764346314000193687,1764346313998295286,1898.4
1764346314002274279,1764346313999791330,2482.95
1764346314004377464,1764346314002150505,2226.96
1764346314006557310,1764346314004098237,2459.07
1764346314008669358,1764346314006556149,2113.21
1764346314010813071,1764346314008314907,2498.16
1764346314012902674,1764346314010710827,2191.85
1764346314015025877,1764346314012674306,2351.57
1764346314017149474,1764346314015047230,2102.24
1764346314019425210,1764346314018290533,1134.68
1764346314021463464,1764346314019046429,2417.03
1764346314023602911,1764346314021232628,2370.28
1764346314025681571,1764346314023601552,2080.02
1764346314027829608,1764346314025552033,2277.57
1764346314030032022,1764346314028221416,1810.61
1764346314032137696,1764346314029691463,2446.23
1764346314034289835,1764346314032104131,2185.7
1764346314036344122,1764346314034054113,2290.01
1764346314038469118,1764346314036001345,2467.77
1764346314040642418,1764346314038279781,2362.64
1764346314042733250,1764346314040260758,2472.49
1764346314044813075,1764346314042602436,2210.64
1764346314046954641,1764346314044575164,2379.48
1764346314049085107,1764346314048275655,809.452
1764346314051264106,1764346314048773336,2490.77
1764346314053361239,1764346314051186504,2174.74
1764346314055577005,1764346314053161482,2415.52
1764346314057664306,1764346314055558152,2106.15
1764346314059836650,1764346314058282277,1554.37
1764346314061862314,1764346314059732077,2130.24
1764346314064048991,1764346314061684808,2364.18
1764346314066148605,1764346314064070480,2078.12
1764346314068262664,1764346314066037709,2224.95
1764346314070425269,1764346314068290399,2134.87
1764346314072529083,1764346314070208135,2320.95
1764346314074649489,1764346314072174114,2475.38
1764346314081172462,1764346314074572034,6600.43
1764346314081244569,1764346314078173288,3071.28
1764346314081261865,1764346314078683718,2578.15
1764346314083368550,1764346314081057641,2310.91
1764346314085416823,1764346314083018371,2398.45
1764346314087462803,1764346314084972602,2490.2
1764346314089614174,1764346314088272148,1342.03
1764346314091764679,1764346314089270760,2493.92
1764346314093816323,1764346314091675929,2140.39
1764346314095966857,1764346314093627910,2338.95
1764346314098123475,1764346314095604138,2519.34
1764346314100328657,1764346314098275770,2052.89
1764346314102414107,1764346314100226252,2187.86
1764346314104554577,1764346314102183732,2370.84
1764346314106654446,1764346314104150711,2503.74
1764346314108841313,1764346314108262145,579.168
1764346314111020908,1764346314108550856,2470.05
1764346314113172772,1764346314110712558,2460.21
1764346314115344479,1764346314112683787,2660.69
1764346314117229529,1764346314115068208,2161.32
1764346314119617383,1764346314118268518,1348.87
1764346314121736660,1764346314119245633,2491.03
1764346314123714268,1764346314121218361,2495.91
1764346314125895271,1764346314123554540,2340.73
1764346314128085340,1764346314125526018,2559.32
1764346314130248070,1764346314128164655,2083.41
1764346314132388661,1764346314130111137,2277.52
1764346314134528506,1764346314132053620,2474.89
1764346314136657231,1764346314134042096,2615.14
1764346314138824823,1764346314138096788,728.035
1764346314140849389,1764346314138326006,2523.38
1764346314143044584,1764346314140508455,2536.13
1764346314145165898,1764346314142910125,2255.77
1764346314147324336,1764346314144859106,2465.23
1764346314149538263,1764346314148055666,1482.6
1764346314151585333,1764346314149049529,2535.8
1764346314153587928,1764346314151450449,2137.48
1764346314155753815,1764346314153387182,2366.63
1764346314157825775,1764346314155368159,2457.62
1764346314160049699,1764346314158066538,1983.16
1764346314162197422,1764346314159589078,2608.34
1764346314164326750,1764346314161920007,2406.74
1764346314166574795,1764346314163908234,2666.56
1764346314168652850,1764346314166254161,2398.69
1764346314170843408,1764346314168134152,2709.26
1764346314172845810,1764346314170491077,2354.73
1764346314175015507,1764346314172395315,2620.19
1764346314177004474,1764346314174801234,2203.24
1764346314179358171,1764346314178088281,1269.89
1764346314181479569,1764346314178770187,2709.38
1764346314183551483,1764346314180949637,2601.85
1764346314185559527,1764346314183372804,2186.72
1764346314187717320,1764346314185320036,2397.28
1764346314189982999,1764346314188050410,1932.59
1764346314192073436,1764346314189534455,2538.98
